gene	Chromosome	Probe.Set.ID	Affy.SNP.ID	dbSNP.RS.ID	Physical.Position	Position.End	Strand	Number.of.individuals	OMIM	Associated.Gene																			
ALOX12	17	AX-13232458	Affx-14272328	rs80319457	6823454	6823454	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000570562 // intron // 0 // Hs.422967 // LOC100506713 // 100506713 // Uncharacterized LOC100506713 /// ENST00000572385 // intron // 0 // Hs.422967 // LOC100506713 // 100506713 // Uncharacterized LOC100506713 /// ENST00000574183 // intron // 0 // Hs.378695 // ALOX12P2 // 245 // Arachidonate 12-lipoxygenase pseudogene 2 /// ENST00000575889 // intron // 0 // Hs.422967 // LOC100506713 // 100506713 // Uncharacterized LOC100506713 /// NR_002710 // downstream // 19786 // Hs.378695 // ALOX12P2 // 245 // arachidonate 12-lipoxygenase pseudogene 2 /// NR_040089 // downstream // 64988 // Hs.422967 // LOC100506713 // 100506713 // uncharacterized LOC100506713																			
ALOX12	17	AX-13232821	Affx-14274655	rs76367784	6840835	6840835	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000570562 // intron // 0 // Hs.422967 // LOC100506713 // 100506713 // Uncharacterized LOC100506713 /// ENST00000572385 // intron // 0 // Hs.422967 // LOC100506713 // 100506713 // Uncharacterized LOC100506713 /// ENST00000574183 // intron // 0 // Hs.378695 // ALOX12P2 // 245 // Arachidonate 12-lipoxygenase pseudogene 2 /// ENST00000575889 // intron // 0 // Hs.422967 // LOC100506713 // 100506713 // Uncharacterized LOC100506713 /// NR_002710 // downstream // 37167 // Hs.378695 // ALOX12P2 // 245 // arachidonate 12-lipoxygenase pseudogene 2 /// NR_040089 // downstream // 47607 // Hs.422967 // LOC100506713 // 100506713 // uncharacterized LOC100506713																			
ALOX12	17	AX-13232895	Affx-14275149	rs73976112	6844853	6844853	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000570562 // intron // 0 // Hs.422967 // LOC100506713 // 100506713 // Uncharacterized LOC100506713 /// ENST00000572385 // intron // 0 // Hs.422967 // LOC100506713 // 100506713 // Uncharacterized LOC100506713 /// ENST00000574183 // intron // 0 // Hs.378695 // ALOX12P2 // 245 // Arachidonate 12-lipoxygenase pseudogene 2 /// ENST00000575889 // intron // 0 // Hs.422967 // LOC100506713 // 100506713 // Uncharacterized LOC100506713 /// NR_002710 // downstream // 41185 // Hs.378695 // ALOX12P2 // 245 // arachidonate 12-lipoxygenase pseudogene 2 /// NR_040089 // downstream // 43589 // Hs.422967 // LOC100506713 // 100506713 // uncharacterized LOC100506713																			
ALOX12	17	AX-13233096	Affx-14277214	rs10401027	6858240	6858240	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000570562 // intron // 0 // Hs.422967 // LOC100506713 // 100506713 // Uncharacterized LOC100506713 /// ENST00000572385 // intron // 0 // Hs.422967 // LOC100506713 // 100506713 // Uncharacterized LOC100506713 /// ENST00000573755 // intron // 0 // Hs.630670 // --- // --- // Transcribed locus /// ENST00000575889 // intron // 0 // Hs.422967 // LOC100506713 // 100506713 // Uncharacterized LOC100506713 /// NR_002710 // downstream // 54572 // Hs.378695 // ALOX12P2 // 245 // arachidonate 12-lipoxygenase pseudogene 2 /// NR_040089 // downstream // 30202 // Hs.422967 // LOC100506713 // 100506713 // uncharacterized LOC100506713																			
ALOX12	17	AX-13233150	Affx-14277752	rs76031667	6862098	6862098	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000570562 // intron // 0 // Hs.422967 // LOC100506713 // 100506713 // Uncharacterized LOC100506713 /// ENST00000572385 // intron // 0 // Hs.422967 // LOC100506713 // 100506713 // Uncharacterized LOC100506713 /// ENST00000573755 // intron // 0 // Hs.630670 // --- // --- // Transcribed locus /// ENST00000575889 // intron // 0 // Hs.422967 // LOC100506713 // 100506713 // Uncharacterized LOC100506713 /// NR_002710 // downstream // 58430 // Hs.378695 // ALOX12P2 // 245 // arachidonate 12-lipoxygenase pseudogene 2 /// NR_040089 // downstream // 26344 // Hs.422967 // LOC100506713 // 100506713 // uncharacterized LOC100506713																			
ALOX12	17	AX-13233252	Affx-14278442	rs6502992	6866399	6866399	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000570562 // intron // 0 // Hs.422967 // LOC100506713 // 100506713 // Uncharacterized LOC100506713 /// ENST00000572385 // intron // 0 // Hs.422967 // LOC100506713 // 100506713 // Uncharacterized LOC100506713 /// ENST00000573755 // intron // 0 // Hs.630670 // --- // --- // Transcribed locus /// ENST00000575889 // intron // 0 // Hs.422967 // LOC100506713 // 100506713 // Uncharacterized LOC100506713 /// NR_002710 // downstream // 62731 // Hs.378695 // ALOX12P2 // 245 // arachidonate 12-lipoxygenase pseudogene 2 /// NR_040089 // downstream // 22043 // Hs.422967 // LOC100506713 // 100506713 // uncharacterized LOC100506713																			
ALOX12	17	AX-13233268	Affx-14278604	rs11656967	6867601	6867601	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000570562 // intron // 0 // Hs.422967 // LOC100506713 // 100506713 // Uncharacterized LOC100506713 /// ENST00000572385 // intron // 0 // Hs.422967 // LOC100506713 // 100506713 // Uncharacterized LOC100506713 /// ENST00000573755 // intron // 0 // Hs.630670 // --- // --- // Transcribed locus /// ENST00000575889 // intron // 0 // Hs.422967 // LOC100506713 // 100506713 // Uncharacterized LOC100506713 /// NR_002710 // downstream // 63933 // Hs.378695 // ALOX12P2 // 245 // arachidonate 12-lipoxygenase pseudogene 2 /// NR_040089 // downstream // 20841 // Hs.422967 // LOC100506713 // 100506713 // uncharacterized LOC100506713																			
ALOX12	17	AX-13233618	Affx-14281572	rs62062761	6886346	6886346	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000570562 // intron // 0 // Hs.422967 // LOC100506713 // 100506713 // Uncharacterized LOC100506713 /// ENST00000572385 // intron // 0 // Hs.422967 // LOC100506713 // 100506713 // Uncharacterized LOC100506713 /// ENST00000575889 // intron // 0 // Hs.422967 // LOC100506713 // 100506713 // Uncharacterized LOC100506713 /// NR_002710 // downstream // 82678 // Hs.378695 // ALOX12P2 // 245 // arachidonate 12-lipoxygenase pseudogene 2 /// NR_040089 // downstream // 2096 // Hs.422967 // LOC100506713 // 100506713 // uncharacterized LOC100506713																			
ALOX12	17	AX-13233958	Affx-14284285	rs115276151	6902295	6902295	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000251535 // missense // 0 // Hs.654431 // ALOX12 // 239 // arachidonate 12-lipoxygenase /// ENST00000399541 // intron // 0 // Hs.422967 // LOC100506713 // 100506713 // Uncharacterized LOC100506713 /// ENST00000480801 // intron // 0 // Hs.654431 // ALOX12 // 239 // arachidonate 12-lipoxygenase /// ENST00000570562 // intron // 0 // Hs.422967 // LOC100506713 // 100506713 // Uncharacterized LOC100506713 /// ENST00000572385 // intron // 0 // Hs.422967 // LOC100506713 // 100506713 // Uncharacterized LOC100506713 /// ENST00000572547 // intron // 0 // --- // --- // --- // --- /// ENST00000575889 // intron // 0 // Hs.422967 // LOC100506713 // 100506713 // Uncharacterized LOC100506713 /// NM_000697 // missense // 0 // Hs.654431 // ALOX12 // 239 // arachidonate 12-lipoxygenase /// NR_040089 // intron // 0 // Hs.422967 // LOC100506713 // 100506713 // uncharacterized LOC100506713																			
ALOX12	17	AX-13241966	Affx-14430456	rs75822584	7959060	7959060	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	"603741 // Ichthyosis, congenital, autosomal recessive 2 // 242100 // downstream"	"ENST00000571240 // downstream // 6608 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B /// ENST00000577807 // downstream // 483 // --- // --- // --- // --- /// NM_001039130 // downstream // 6609 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B /// NM_001139 // downstream // 16894 // Hs.136574 // ALOX12B // 242 // arachidonate 12-lipoxygenase, 12R type"																			
ALOX12	17	AX-13241967	Affx-14430458	rs77206066	7959125	7959125	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	"603741 // Ichthyosis, congenital, autosomal recessive 2 // 242100 // downstream"	"ENST00000571240 // downstream // 6673 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B /// ENST00000577807 // downstream // 418 // --- // --- // --- // --- /// NM_001039130 // downstream // 6674 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B /// NM_001139 // downstream // 16829 // Hs.136574 // ALOX12B // 242 // arachidonate 12-lipoxygenase, 12R type"																			
ALOX12	17	AX-13241981	Affx-14430554	rs58229698	7964679	7964679	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	"603741 // Ichthyosis, congenital, autosomal recessive 2 // 242100 // downstream"	"ENST00000319144 // downstream // 11275 // Hs.136574 // ALOX12B // 242 // arachidonate 12-lipoxygenase, 12R type /// ENST00000577807 // upstream // 3740 // --- // --- // --- // --- /// NM_001039130 // downstream // 12228 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B /// NM_001139 // downstream // 11275 // Hs.136574 // ALOX12B // 242 // arachidonate 12-lipoxygenase, 12R type"																			
ALOX12	17	AX-13241993	Affx-14430699	rs9904534	7970339	7970339	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	"603741 // Ichthyosis, congenital, autosomal recessive 2 // 242100 // downstream"	"ENST00000319144 // downstream // 5615 // Hs.136574 // ALOX12B // 242 // arachidonate 12-lipoxygenase, 12R type /// ENST00000577807 // upstream // 9400 // --- // --- // --- // --- /// NM_001039130 // downstream // 17888 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B /// NM_001139 // downstream // 5615 // Hs.136574 // ALOX12B // 242 // arachidonate 12-lipoxygenase, 12R type"																			
ALOX12	17	AX-32289111	Affx-14260223	rs112765532	6737948	6737948	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000574727 // upstream // 19232 // Hs.378695 // ALOX12P2 // 245 // Arachidonate 12-lipoxygenase pseudogene 2 /// ENST00000575592 // upstream // 2868 // Hs.462108 // TEKT1 // 83659 // tektin 1 /// NM_053285 // upstream // 2888 // Hs.462108 // TEKT1 // 83659 // tektin 1 /// NR_002710 // upstream // 18947 // Hs.378695 // ALOX12P2 // 245 // arachidonate 12-lipoxygenase pseudogene 2																			
ALOX12	17	AX-32289129	Affx-14260308	rs75714614	6738529	6738529	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000574727 // upstream // 18651 // Hs.378695 // ALOX12P2 // 245 // Arachidonate 12-lipoxygenase pseudogene 2 /// ENST00000575592 // upstream // 3449 // Hs.462108 // TEKT1 // 83659 // tektin 1 /// NM_053285 // upstream // 3469 // Hs.462108 // TEKT1 // 83659 // tektin 1 /// NR_002710 // upstream // 18366 // Hs.378695 // ALOX12P2 // 245 // arachidonate 12-lipoxygenase pseudogene 2																			
ALOX12	17	AX-32289163	Affx-14260416	rs12601859	6739534	6739534	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000574727 // upstream // 17646 // Hs.378695 // ALOX12P2 // 245 // Arachidonate 12-lipoxygenase pseudogene 2 /// ENST00000575592 // upstream // 4454 // Hs.462108 // TEKT1 // 83659 // tektin 1 /// NM_053285 // upstream // 4474 // Hs.462108 // TEKT1 // 83659 // tektin 1 /// NR_002710 // upstream // 17361 // Hs.378695 // ALOX12P2 // 245 // arachidonate 12-lipoxygenase pseudogene 2																			
ALOX12	17	AX-32289431	Affx-14261760	rs75948034	6748742	6748742	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000574727 // upstream // 8438 // Hs.378695 // ALOX12P2 // 245 // Arachidonate 12-lipoxygenase pseudogene 2 /// ENST00000575592 // upstream // 13662 // Hs.462108 // TEKT1 // 83659 // tektin 1 /// NM_053285 // upstream // 13682 // Hs.462108 // TEKT1 // 83659 // tektin 1 /// NR_002710 // upstream // 8153 // Hs.378695 // ALOX12P2 // 245 // arachidonate 12-lipoxygenase pseudogene 2																			
ALOX12	17	AX-32289435	Affx-14261767	rs73976297	6748797	6748797	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000574727 // upstream // 8383 // Hs.378695 // ALOX12P2 // 245 // Arachidonate 12-lipoxygenase pseudogene 2 /// ENST00000575592 // upstream // 13717 // Hs.462108 // TEKT1 // 83659 // tektin 1 /// NM_053285 // upstream // 13737 // Hs.462108 // TEKT1 // 83659 // tektin 1 /// NR_002710 // upstream // 8098 // Hs.378695 // ALOX12P2 // 245 // arachidonate 12-lipoxygenase pseudogene 2																			
ALOX12	17	AX-32291017	Affx-14268952	---	6800223	6800223	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000570562 // intron // 0 // Hs.422967 // LOC100506713 // 100506713 // Uncharacterized LOC100506713 /// ENST00000570890 // intron // 0 // Hs.378695 // ALOX12P2 // 245 // Arachidonate 12-lipoxygenase pseudogene 2 /// ENST00000570921 // intron // 0 // Hs.378695 // ALOX12P2 // 245 // Arachidonate 12-lipoxygenase pseudogene 2 /// ENST00000572357 // intron // 0 // Hs.378695 // ALOX12P2 // 245 // Arachidonate 12-lipoxygenase pseudogene 2 /// ENST00000572385 // intron // 0 // Hs.422967 // LOC100506713 // 100506713 // Uncharacterized LOC100506713 /// ENST00000574727 // intron // 0 // Hs.378695 // ALOX12P2 // 245 // Arachidonate 12-lipoxygenase pseudogene 2 /// ENST00000575889 // intron // 0 // Hs.422967 // LOC100506713 // 100506713 // Uncharacterized LOC100506713 /// NR_002710 // intron // 0 // Hs.378695 // ALOX12P2 // 245 // arachidonate 12-lipoxygenase pseudogene 2																			
ALOX12	17	AX-32291745	Affx-14271715	rs72832774	6818816	6818816	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000570562 // intron // 0 // Hs.422967 // LOC100506713 // 100506713 // Uncharacterized LOC100506713 /// ENST00000572385 // intron // 0 // Hs.422967 // LOC100506713 // 100506713 // Uncharacterized LOC100506713 /// ENST00000574183 // intron // 0 // Hs.378695 // ALOX12P2 // 245 // Arachidonate 12-lipoxygenase pseudogene 2 /// ENST00000575889 // intron // 0 // Hs.422967 // LOC100506713 // 100506713 // Uncharacterized LOC100506713 /// NR_002710 // downstream // 15148 // Hs.378695 // ALOX12P2 // 245 // arachidonate 12-lipoxygenase pseudogene 2 /// NR_040089 // downstream // 69626 // Hs.422967 // LOC100506713 // 100506713 // uncharacterized LOC100506713																			
ALOX12	17	AX-32292359	Affx-14274060	rs58247362	6836443	6836443	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000570562 // intron // 0 // Hs.422967 // LOC100506713 // 100506713 // Uncharacterized LOC100506713 /// ENST00000572385 // intron // 0 // Hs.422967 // LOC100506713 // 100506713 // Uncharacterized LOC100506713 /// ENST00000574183 // intron // 0 // Hs.378695 // ALOX12P2 // 245 // Arachidonate 12-lipoxygenase pseudogene 2 /// ENST00000575889 // intron // 0 // Hs.422967 // LOC100506713 // 100506713 // Uncharacterized LOC100506713 /// NR_002710 // downstream // 32775 // Hs.378695 // ALOX12P2 // 245 // arachidonate 12-lipoxygenase pseudogene 2 /// NR_040089 // downstream // 51999 // Hs.422967 // LOC100506713 // 100506713 // uncharacterized LOC100506713																			
ALOX12	17	AX-32293657	Affx-14278717	rs72832786	6868562	6868562	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000570562 // intron // 0 // Hs.422967 // LOC100506713 // 100506713 // Uncharacterized LOC100506713 /// ENST00000572385 // intron // 0 // Hs.422967 // LOC100506713 // 100506713 // Uncharacterized LOC100506713 /// ENST00000573755 // intron // 0 // Hs.630670 // --- // --- // Transcribed locus /// ENST00000575889 // intron // 0 // Hs.422967 // LOC100506713 // 100506713 // Uncharacterized LOC100506713 /// NR_002710 // downstream // 64894 // Hs.378695 // ALOX12P2 // 245 // arachidonate 12-lipoxygenase pseudogene 2 /// NR_040089 // downstream // 19880 // Hs.422967 // LOC100506713 // 100506713 // uncharacterized LOC100506713																			
ALOX12	17	AX-32293759	Affx-14279071	rs72832788	6870665	6870665	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000570562 // intron // 0 // Hs.422967 // LOC100506713 // 100506713 // Uncharacterized LOC100506713 /// ENST00000572385 // intron // 0 // Hs.422967 // LOC100506713 // 100506713 // Uncharacterized LOC100506713 /// ENST00000573755 // intron // 0 // Hs.630670 // --- // --- // Transcribed locus /// ENST00000575889 // intron // 0 // Hs.422967 // LOC100506713 // 100506713 // Uncharacterized LOC100506713 /// NR_002710 // downstream // 66997 // Hs.378695 // ALOX12P2 // 245 // arachidonate 12-lipoxygenase pseudogene 2 /// NR_040089 // downstream // 17777 // Hs.422967 // LOC100506713 // 100506713 // uncharacterized LOC100506713																			
ALOX12	17	AX-32295689	Affx-14285934	rs11571351	6912967	6912967	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000251535 // intron // 0 // Hs.654431 // ALOX12 // 239 // arachidonate 12-lipoxygenase /// ENST00000399540 // intron // 0 // Hs.422967 // LOC100506713 // 100506713 // Uncharacterized LOC100506713 /// ENST00000399541 // intron // 0 // Hs.422967 // LOC100506713 // 100506713 // Uncharacterized LOC100506713 /// ENST00000406228 // exon // 0 // Hs.654431 // ALOX12 // 239 // arachidonate 12-lipoxygenase /// ENST00000570562 // intron // 0 // Hs.422967 // LOC100506713 // 100506713 // Uncharacterized LOC100506713 /// ENST00000571010 // intron // 0 // Hs.422967 // LOC100506713 // 100506713 // Uncharacterized LOC100506713 /// ENST00000572385 // intron // 0 // Hs.422967 // LOC100506713 // 100506713 // Uncharacterized LOC100506713 /// ENST00000572547 // intron // 0 // --- // --- // --- // --- /// ENST00000573939 // intron // 0 // Hs.422967 // LOC100506713 // 100506713 // Uncharacterized LOC100506713 /// ENST00000574377 // intron // 0 // Hs.422967 // LOC100506713 // 100506713 // Uncharacterized LOC100506713 /// ENST00000575727 // intron // 0 // Hs.422967 // LOC100506713 // 100506713 // Uncharacterized LOC100506713 /// ENST00000575889 // intron // 0 // Hs.422967 // LOC100506713 // 100506713 // Uncharacterized LOC100506713 /// NM_000697 // intron // 0 // Hs.654431 // ALOX12 // 239 // arachidonate 12-lipoxygenase /// NR_040089 // intron // 0 // Hs.422967 // LOC100506713 // 100506713 // uncharacterized LOC100506713																			
ALOX15B	17	AX-32351725	Affx-14430460	rs7210099	7959200	7959200	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	"603741 // Ichthyosis, congenital, autosomal recessive 2 // 242100 // downstream"	"ENST00000571240 // downstream // 6748 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B /// ENST00000577807 // downstream // 343 // --- // --- // --- // --- /// NM_001039130 // downstream // 6749 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B /// NM_001139 // downstream // 16754 // Hs.136574 // ALOX12B // 242 // arachidonate 12-lipoxygenase, 12R type"																			
ALOX12B	17	AX-32351763	Affx-14430613	rs58575433	7966919	7966919	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	"603741 // Ichthyosis, congenital, autosomal recessive 2 // 242100 // downstream"	"ENST00000319144 // downstream // 9035 // Hs.136574 // ALOX12B // 242 // arachidonate 12-lipoxygenase, 12R type /// ENST00000577807 // upstream // 5980 // --- // --- // --- // --- /// NM_001039130 // downstream // 14468 // Hs.111256 // ALOX15B // 247 // arachidonate 15-lipoxygenase, type B /// NM_001139 // downstream // 9035 // Hs.136574 // ALOX12B // 242 // arachidonate 12-lipoxygenase, 12R type"																			
